instance_type,region,os,tenancy,pre_install,on_demand_hourly,reserved_one_all_yearly,reserved_one_partial_yearly,reserved_one_partial_hourly,reserved_one_no_hourly
m3.medium,eu-west-1,RHEL,Shared,NA,0.133,960.0,211.0,0.087,0.115
c4.xlarge,us-west-1,Windows,Dedicated,NA,0.458,3152.0,1586.0,0.182,0.371
r3.4xlarge,us-west-2,Windows,Dedicated,SQL Web,2.525,13045.0,8650.0,0.533,1.779
c4.8xlarge,ap-southeast-2,Linux,Dedicated,NA,2.085,10894.0,5558.0,0.634,1.344
x1.16xlarge,us-gov-west-1,Windows,Dedicated,SQL Std,32.974,256092.0,128498.0,14.669,25.679
m4.2xlarge,ap-southeast-1,Windows,Shared,SQL Std,2.553,15346.0,7830.0,0.894,2.092
p2.16xlarge,eu-west-1,Linux,Shared,NA,15.552,87084.0,44431.0,5.072,10.7
i3.large,eu-central-1,SUSE,Shared,NA,0.286,1328.0,706.0,0.073,0.159
m2.xlarge,eu-west-1,Windows,Shared,NA,0.345,2299.0,795.0,0.177,0.313
c3.8xlarge,eu-west-1,Windows,Dedicated,SQL Web,4.332,22605.0,9217.0,1.581,3.081
d2.4xlarge,us-east-1,RHEL,Shared,NA,2.89,12926.0,6024.0,0.818,1.738
c1.medium,us-west-1,Windows,Dedicated,SQL Web,0.362,1956.0,792.0,0.138,0.266
p2.xlarge,us-east-1,Linux,Shared,NA,0.9,5022.0,2562.0,0.292,0.614
t2.micro,ap-south-1,Linux,Shared,NA,0.015,94.0,48.0,0.006,0.0115
c3.large,ap-southeast-1,Windows,Dedicated,NA,0.262,1479.0,479.0,0.118,0.201
m4.2xlarge,us-west-1,Windows,Dedicated,NA,0.8828,6283.0,3173.0,0.3622,0.7422
c4.xlarge,eu-central-1,Windows,Dedicated,SQL Std,1.561,10642.0,5432.0,0.62,1.451
r4.large,us-west-1,Windows,Dedicated,SQL Std,1.382,11518.0,5768.0,0.658,1.3218
i2.8xlarge,ap-northeast-1,Windows,Dedicated,SQL Web,9.846,49755.0,21323.0,3.362,6.781
i3.large,ca-central-1,Windows,Dedicated,NA,0.281,1862.0,942.0,0.107,0.221
i2.2xlarge,ap-southeast-2,RHEL,Dedicated,NA,2.369,10447.0,5766.0,0.559,1.485
c3.8xlarge,us-west-2,RHEL,Shared,NA,1.81,9807.0,5216.0,0.547,1.298
c4.xlarge,us-east-2,Linux,Dedicated,NA,0.219,1143.0,583.0,0.067,0.139
t2.micro,ca-central-1,RHEL,Shared,NA,0.073,600.0,38.0,0.064,0.0692
r4.16xlarge,ap-southeast-2,Windows,Dedicated,SQL Web,9.178,61968.0,31252.0,3.568,7.2966
hs1.8xlarge,ap-northeast-1,Windows,Shared,NA,5.714,26576.0,12822.0,1.632,3.622
m4.2xlarge,us-gov-west-1,RHEL,Dedicated,NA,0.6844,4161.0,1542.0,0.306,0.4996
r4.16xlarge,ap-south-1,Linux,Dedicated,NA,4.864,25054.0,12783.0,1.459,3.0576
i3.8xlarge,ap-northeast-1,Windows,Dedicated,SQL Web,5.257,35808.0,18087.0,2.065,4.217
r3.8xlarge,us-east-1,Windows,Shared,SQL Web,3.855,19928.0,13216.0,0.813,2.717
r3.8xlarge,ap-southeast-1,Windows,Dedicated,SQL Std,9.687,62512.0,41462.0,2.549,8.522
m3.medium,us-west-1,Windows,Shared,SQL Std,0.374,1785.0,726.0,0.125,0.243
hs1.8xlarge,ap-southeast-1,SUSE,Shared,NA,5.67,23454.0,14367.0,1.092,3.194
r3.4xlarge,us-gov-west-1,Windows,Shared,NA,2.224,12241.0,8111.0,0.5,1.668
r4.2xlarge,eu-central-1,Windows,Shared,NA,1.0082,6521.0,3294.0,0.376,0.7712
r4.8xlarge,ap-northeast-2,Windows,Dedicated,SQL Server Enterprise,16.288,132520.0,66408.0,7.581,15.2461
x1.32xlarge,us-west-2,Windows,Dedicated,NA,19.226,118778.0,60075.0,6.858,14.107
c3.large,ap-southeast-1,SUSE,Dedicated,NA,0.245,1092.0,585.0,0.061,0.147
m3.2xlarge,ap-southeast-2,Windows,Dedicated,NA,1.374,7206.0,2561.0,0.548,0.983
r3.2xlarge,us-gov-west-1,Windows,Shared,SQL Web,1.653,8465.0,5615.0,0.345,1.154
t2.large,eu-west-1,RHEL,Shared,NA,0.161,1109.0,298.0,0.094,0.1322
g2.2xlarge,eu-west-1,Linux,Shared,NA,0.702,3772.0,2500.0,0.154,0.514
m3.2xlarge,eu-west-1,RHEL,Shared,NA,0.715,4624.0,1683.0,0.344,0.571
r4.large,ap-northeast-2,SUSE,Shared,NA,0.26,1114.0,596.0,0.061,0.1338
t2.large,ap-southeast-1,RHEL,Shared,NA,0.18,1298.0,394.0,0.105,0.1541
c4.xlarge,us-gov-west-1,Windows,Dedicated,SQL Std,1.169,9248.0,4634.0,0.53,1.087
r4.16xlarge,us-west-1,SUSE,Shared,NA,4.8424,24718.0,12639.0,1.436,3.0234
m4.4xlarge,ca-central-1,Linux,Dedicated,NA,0.9768,4911.0,2505.0,0.286,0.6006
i2.2xlarge,ap-northeast-1,Windows,Shared,SQL Std,4.051,16534.0,6745.0,1.156,2.253
m3.xlarge,sa-east-1,Windows,Shared,SQL Std,1.507,8588.0,3507.0,0.6,1.17
r3.2xlarge,us-gov-west-1,SUSE,Shared,NA,0.898,3999.0,2642.0,0.163,0.535
p2.xlarge,ap-northeast-1,Linux,Shared,NA,1.542,8832.0,4506.0,0.514,1.08
c3.2xlarge,ap-southeast-1,Windows,Dedicated,SQL Std,2.344,13290.0,5419.0,0.93,1.811
m4.4xlarge,us-west-2,Linux,Dedicated,NA,0.88,4457.0,2274.0,0.2596,0.5452
r4.16xlarge,us-west-2,Linux,Dedicated,NA,4.256,21922.0,11185.0,1.277,2.688
t2.medium,eu-central-1,SUSE,Shared,NA,0.154,608.0,338.0,0.032,0.0725
i3.2xlarge,ap-southeast-2,Windows,Shared,SQL Std,3.369,27134.0,13610.0,1.554,3.133
m4.4xlarge,ca-central-1,SUSE,Dedicated,NA,1.0768,5201.0,2681.0,0.299,0.6336
i3.8xlarge,us-west-2,SUSE,Dedicated,NA,2.846,15611.0,7993.0,0.905,1.918
r3.8xlarge,ap-northeast-1,Windows,Shared,SQL Web,4.577,22338.0,14817.0,0.911,3.046
c3.4xlarge,us-west-1,SUSE,Shared,NA,1.056,5655.0,2784.0,0.341,0.756
c4.4xlarge,us-east-2,Windows,Shared,NA,1.532,10160.0,5186.0,0.592,1.24
r4.xlarge,eu-central-1,Linux,Dedicated,NA,0.352,1813.0,925.0,0.106,0.2218
r3.xlarge,ap-southeast-2,Windows,Shared,SQL Std,1.466,9453.0,6271.0,0.385,1.288
r3.2xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,4.246,33579.0,16831.0,1.921,3.923
m4.large,eu-central-1,Windows,Shared,SQL Std,0.944,6173.0,3150.0,0.36,0.841
i2.xlarge,us-west-1,Linux,Shared,NA,0.938,3783.0,1820.0,0.233,0.515
i2.4xlarge,us-west-2,RHEL,Dedicated,NA,3.881,14278.0,8008.0,0.749,2.008
i3.2xlarge,eu-central-1,SUSE,Shared,NA,0.844,4442.0,2294.0,0.255,0.537
i2.8xlarge,ap-northeast-1,SUSE,Dedicated,NA,8.104,36835.0,21530.0,1.833,5.02
m3.2xlarge,us-west-1,Windows,Shared,NA,1.12,6858.0,2399.0,0.525,0.935
i3.2xlarge,ap-south-1,Linux,Dedicated,NA,0.779,4346.0,2217.0,0.253,0.536
m4.xlarge,us-west-1,Linux,Dedicated,NA,0.2574,1530.0,781.0,0.0891,0.1871
i2.2xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,5.619,37736.0,18952.0,2.163,4.49
i3.16xlarge,ca-central-1,Windows,Shared,SQL Web,9.575,66375.0,33501.0,3.824,7.834
m4.xlarge,eu-west-1,Linux,Dedicated,NA,0.2442,1360.0,694.0,0.0792,0.1663
t2.2xlarge,eu-central-1,RHEL,Shared,NA,0.562,3673.0,1293.0,0.278,0.4458
c4.2xlarge,ca-central-1,SUSE,Dedicated,NA,0.582,2944.0,1530.0,0.168,0.356
m2.xlarge,us-gov-west-1,Windows,Dedicated,NA,0.432,2019.0,847.0,0.157,0.297
r4.4xlarge,ca-central-1,Linux,Shared,NA,1.168,6016.0,3070.0,0.35,0.7392
i2.2xlarge,us-east-1,Linux,Dedicated,NA,1.876,6860.0,4004.0,0.342,0.932
r3.4xlarge,sa-east-1,Windows,Shared,SQL Web,3.635,20707.0,10565.0,1.206,2.822
x1.32xlarge,ap-northeast-1,RHEL,Dedicated,NA,19.471,98577.0,49713.0,5.805,12.048
m1.medium,us-west-1,Windows,Shared,NA,0.157,964.0,327.0,0.075,0.131
c3.4xlarge,us-east-1,Windows,Dedicated,NA,1.654,10629.0,3821.0,0.802,1.448
m4.2xlarge,ap-southeast-1,Windows,Dedicated,SQL Server Enterprise,3.918,32299.0,16178.0,1.8468,3.7099
m4.xlarge,us-west-1,SUSE,Shared,NA,0.334,1681.0,886.0,0.094,0.2031
m3.xlarge,ap-southeast-1,Windows,Shared,SQL Web,0.748,4130.0,1683.0,0.289,0.563
c4.2xlarge,us-east-1,RHEL,Shared,NA,0.528,3216.0,1060.0,0.251,0.382
t2.micro,ap-south-1,RHEL,Shared,NA,0.075,620.0,48.0,0.066,0.0715
d2.4xlarge,ap-northeast-2,RHEL,Shared,NA,3.506,16657.0,7918.0,1.034,2.245
i3.4xlarge,ap-south-1,Linux,Shared,NA,1.416,7901.0,4031.0,0.46,0.974
t2.2xlarge,us-west-1,SUSE,Shared,NA,0.588,3186.0,1653.0,0.182,0.3892
c3.4xlarge,eu-west-1,Windows,Dedicated,SQL Std,4.688,24894.0,10167.0,1.739,3.392
m3.xlarge,us-east-1,SUSE,Dedicated,NA,0.403,1884.0,1120.0,0.091,0.245
c4.2xlarge,us-east-1,Windows,Dedicated,SQL Server Enterprise,3.806,31913.0,15981.0,1.824,3.645
i3.xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,1.996,16493.0,8264.0,0.943,1.898
p2.16xlarge,eu-west-1,SUSE,Shared,NA,15.652,87374.0,44607.0,5.085,10.733
r3.2xlarge,eu-central-1,Windows,Shared,NA,1.18,7505.0,4978.0,0.297,0.992
c4.xlarge,us-east-2,Windows,Shared,SQL Server Enterprise,1.883,15851.0,7937.0,0.906,1.834
m3.xlarge,us-gov-west-1,Linux,Shared,NA,0.336,1744.0,1215.0,0.071,0.244
x1.32xlarge,ap-south-1,SUSE,Dedicated,NA,18.474,92860.0,47406.0,5.404,11.354
r4.xlarge,eu-central-1,SUSE,Dedicated,NA,0.452,2103.0,1101.0,0.119,0.2548
m3.large,ap-southeast-1,SUSE,Shared,NA,0.296,1280.0,667.0,0.073,0.172
c3.xlarge,ap-northeast-1,SUSE,Shared,NA,0.355,1772.0,889.0,0.105,0.23
m4.16xlarge,ap-southeast-2,Windows,Shared,SQL Web,8.071,49555.0,25285.0,2.886,6.754
c3.8xlarge,us-gov-west-1,SUSE,Shared,NA,2.116,10696.0,6435.0,0.513,1.444
x1.32xlarge,us-east-2,Windows,Dedicated,SQL Web,21.88,142027.0,71699.0,8.185,17.7
i3.xlarge,us-west-2,Windows,Shared,SQL Std,1.623,13225.0,6630.0,0.757,1.525
r4.xlarge,us-west-2,SUSE,Shared,NA,0.366,1660.0,875.0,0.093,0.201
m4.2xlarge,ap-southeast-1,RHEL,Shared,NA,0.63,3680.0,1296.0,0.278,0.4408
d2.8xlarge,ap-south-1,Windows,Dedicated,SQL Server Enterprise,21.768,161371.0,80977.0,9.244,19.054
r4.4xlarge,us-west-1,Windows,Shared,SQL Server Enterprise,7.9216,65114.0,32619.0,3.724,7.4836
m2.xlarge,ap-southeast-1,Windows,Shared,SQL Web,0.445,2936.0,1200.0,0.205,0.4
hs1.8xlarge,us-gov-west-1,RHEL,Dedicated,NA,5.65,23780.0,13455.0,1.234,3.218
i3.xlarge,ap-northeast-1,Windows,Shared,SQL Web,0.621,4276.0,2159.0,0.246,0.503
m4.16xlarge,us-east-1,Windows,Shared,NA,6.144,41998.0,21164.0,2.416,4.9264
i2.xlarge,eu-central-1,Windows,Shared,SQL Std,2.476,11441.0,4666.0,0.8,1.559
i3.8xlarge,eu-central-1,Linux,Dedicated,NA,3.274,18267.0,9320.0,1.064,2.218
i3.large,ap-southeast-2,Windows,Shared,NA,0.279,1849.0,935.0,0.107,0.22
m4.xlarge,ca-central-1,Windows,Shared,SQL Server Enterprise,1.906,15868.0,7945.0,0.907,1.8205
c3.large,ap-southeast-2,Windows,Shared,SQL Web,0.271,1592.0,652.0,0.111,0.217
c1.medium,us-west-1,SUSE,Shared,NA,0.248,1101.0,581.0,0.062,0.147
m4.16xlarge,ap-southeast-2,RHEL,Dedicated,NA,4.13,23116.0,11213.0,1.41,2.818
t1.micro,eu-west-1,RHEL,Shared,NA,0.08,644.0,62.0,0.068,0.076
t1.micro,us-east-1,SUSE,Shared,NA,0.03,176.0,84.0,0.011,0.022
r3.8xlarge,ap-southeast-2,SUSE,Shared,NA,3.292,18127.0,11986.0,0.743,2.419
i3.2xlarge,ca-central-1,Windows,Dedicated,SQL Std,3.378,27183.0,13635.0,1.556,3.138
m4.16xlarge,eu-central-1,RHEL,Shared,NA,3.97,22566.0,10932.0,1.378,2.7508
c3.4xlarge,us-gov-west-1,Windows,Shared,NA,1.672,10536.0,3787.0,0.795,1.436
r4.16xlarge,ap-northeast-2,RHEL,Shared,NA,5.25,27511.0,13455.0,1.666,3.3556
r4.2xlarge,us-west-2,Linux,Dedicated,NA,0.585,3013.0,1537.0,0.175,0.3696
cr1.8xlarge,ap-northeast-1,Linux,Dedicated,NA,4.105,15311.0,8222.0,0.845,2.086
d2.4xlarge,us-west-1,Windows,Dedicated,NA,4.174,22314.0,11319.0,1.292,2.898
r4.xlarge,ap-southeast-2,Windows,Shared,NA,0.5032,3256.0,1645.0,0.188,0.3856
t2.medium,eu-central-1,Windows,Shared,SQL Web,0.219,1113.0,569.0,0.065,0.1289
m4.16xlarge,ap-south-1,Windows,Dedicated,SQL Web,8.007,55716.0,28063.0,3.2035,6.5238
r4.large,us-east-2,Windows,Shared,NA,0.225,1491.0,752.0,0.086,0.185
c4.2xlarge,ap-south-1,Windows,Dedicated,SQL Server Enterprise,3.851,32167.0,16111.0,1.839,3.696
i2.8xlarge,ap-southeast-1,Windows,Dedicated,SQL Server Enterprise,21.612,153911.0,77322.0,8.827,18.364
c4.4xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,6.338,35695.0,18211.0,2.079,4.869
i3.8xlarge,us-east-2,Windows,Shared,SQL Server Enterprise,15.968,131943.0,66113.0,7.547,15.186
c4.8xlarge,us-east-2,Windows,Shared,SQL Server Enterprise,16.747,141514.0,70846.0,8.087,16.348
m3.medium,us-west-1,Windows,Shared,SQL Web,0.201,1087.0,443.0,0.076,0.148
t1.micro,sa-east-1,Windows,Shared,SQL Web,0.077,353.0,150.0,0.024,0.048
x1.16xlarge,ap-southeast-1,RHEL,Dedicated,NA,10.768,54729.0,27342.0,3.251,6.685
c4.large,ap-northeast-2,RHEL,Shared,NA,0.174,1152.0,320.0,0.096,0.137
c4.4xlarge,eu-central-1,SUSE,Shared,NA,1.009,5424.0,2795.0,0.312,0.663
r4.2xlarge,eu-central-1,RHEL,Shared,NA,0.7702,3823.0,1682.0,0.252,0.509
i3.4xlarge,eu-west-1,RHEL,Shared,NA,1.506,8817.0,3917.0,0.577,1.071
t2.large,ap-southeast-2,Windows,Shared,NA,0.156,1069.0,543.0,0.062,0.1305
i2.xlarge,ap-south-1,RHEL,Dedicated,NA,1.13,5211.0,2391.0,0.333,0.699
r4.large,ap-northeast-2,RHEL,Shared,NA,0.22,1350.0,420.0,0.108,0.1608
i2.8xlarge,us-east-1,SUSE,Dedicated,NA,6.92,25206.0,14736.0,1.254,3.428
r3.8xlarge,us-west-1,Windows,Dedicated,NA,3.8,18475.0,12256.0,0.753,2.518
m2.xlarge,us-east-1,RHEL,Dedicated,NA,0.33,1463.0,520.0,0.111,0.188
r3.2xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,3.159,19996.0,13260.0,0.815,2.725
r4.xlarge,us-west-1,SUSE,Shared,NA,0.3964,1817.0,955.0,0.102,0.2199
i3.xlarge,sa-east-1,Windows,Dedicated,SQL Web,0.884,5745.0,2908.0,0.332,0.685
r4.16xlarge,us-east-2,SUSE,Dedicated,NA,4.356,22212.0,11361.0,1.29,3.021
m4.10xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,18.84,157648.0,78928.0,9.01,18.079
r4.2xlarge,us-west-2,RHEL,Dedicated,NA,0.715,3539.0,1537.0,0.235,0.471
t1.micro,eu-west-1,SUSE,Shared,NA,0.03,202.0,84.0,0.014,0.024
d2.8xlarge,ap-southeast-2,Windows,Shared,NA,7.638,30701.0,15664.0,1.788,4.184
r4.2xlarge,us-east-2,SUSE,Shared,NA,0.632,3030.0,1574.0,0.173,0.406
x1.32xlarge,ca-central-1,Linux,Shared,NA,14.672,73922.0,37715.0,4.305,9.04
m1.medium,us-west-2,Windows,Shared,SQL Web,0.237,1135.0,466.0,0.079,0.155
r3.xlarge,ap-northeast-1,SUSE,Dedicated,NA,0.539,2742.0,1800.0,0.114,0.361
m3.large,eu-west-1,SUSE,Shared,NA,0.246,1162.0,597.0,0.067,0.143
r4.8xlarge,us-east-2,Windows,Dedicated,NA,3.813,24953.0,12600.0,1.438,3.115
i3.8xlarge,us-west-2,Windows,Dedicated,SQL Web,4.782,33156.0,16734.0,1.91,3.921
m2.xlarge,ap-northeast-1,Windows,Dedicated,SQL Web,0.49,3309.0,1354.0,0.23,0.451
m4.large,ap-south-1,RHEL,Dedicated,NA,0.1953,1215.0,352.0,0.1002,0.1443
m4.10xlarge,us-west-2,Windows,Dedicated,NA,3.84,26248.0,13228.0,1.51,3.079
r3.xlarge,us-west-1,SUSE,Dedicated,NA,0.508,2489.0,1634.0,0.103,0.331
r3.xlarge,eu-central-1,Windows,Dedicated,NA,0.715,4123.0,2736.0,0.168,0.561
m1.large,us-east-1,RHEL,Shared,NA,0.235,1350.0,493.0,0.101,0.172
r4.4xlarge,ap-southeast-2,Linux,Dedicated,NA,1.404,7232.0,3690.0,0.421,0.887
m2.xlarge,us-east-1,Windows,Shared,SQL Web,0.445,2373.0,967.0,0.166,0.323
i3.xlarge,ap-northeast-2,SUSE,Shared,NA,0.466,2332.0,1218.0,0.132,0.281
r3.xlarge,ap-southeast-1,Windows,Shared,SQL Web,0.826,4246.0,2815.0,0.173,0.579
i2.2xlarge,us-east-2,SUSE,Dedicated,NA,1.976,7163.0,4198.0,0.355,0.972
x1.16xlarge,us-east-2,Windows,Dedicated,SQL Std,31.507,248699.0,124727.0,14.238,24.775
m1.medium,ap-southeast-2,Windows,Dedicated,SQL Web,0.261,1394.0,575.0,0.097,0.19
m2.xlarge,ap-southeast-2,Windows,Shared,SQL Std,1.084,5934.0,2420.0,0.415,0.809
c1.medium,sa-east-1,RHEL,Shared,NA,0.239,1475.0,586.0,0.105,0.19
m4.16xlarge,eu-central-1,Windows,Dedicated,SQL Web,8.099,47085.0,24024.0,2.742,6.418
m4.xlarge,sa-east-1,RHEL,Shared,NA,0.378,2002.0,753.0,0.146,0.2406
m4.4xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,7.536,63059.0,31571.0,3.604,7.2316
c3.2xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,3.788,31675.0,15860.0,1.81,3.664
i2.8xlarge,eu-west-1,Windows,Dedicated,SQL Web,7.942,33919.0,14538.0,2.292,4.623
cc2.8xlarge,us-east-1,SUSE,Shared,NA,2.1,8274.0,5176.0,0.373,1.126
r3.8xlarge,eu-west-1,RHEL,Shared,NA,3.094,17140.0,10602.0,0.784,2.304
r4.xlarge,sa-east-1,Windows,Shared,NA,0.744,4496.0,2278.0,0.26,0.5368
c4.2xlarge,us-west-2,Windows,Shared,SQL Web,1.296,7087.0,3618.0,0.413,0.761
i2.4xlarge,ap-northeast-1,RHEL,Dedicated,NA,4.532,21330.0,11745.0,1.144,2.884
r4.16xlarge,us-west-1,Windows,Shared,NA,7.6864,50217.0,25358.0,2.895,5.9344
c4.2xlarge,eu-central-1,SUSE,Shared,NA,0.554,2857.0,1486.0,0.162,0.348
d2.2xlarge,ap-northeast-1,Linux,Shared,NA,1.688,7760.0,3958.0,0.452,1.058
r4.xlarge,eu-central-1,Windows,Shared,SQL Server Enterprise,2.0041,16401.0,8217.0,0.938,1.8856
i2.8xlarge,ap-northeast-1,Linux,Dedicated,NA,8.004,36568.0,21354.0,1.822,4.984
i3.8xlarge,ap-southeast-2,SUSE,Dedicated,NA,3.391,18655.0,9546.0,1.083,2.288
m4.10xlarge,us-east-1,RHEL,Shared,NA,2.13,11269.0,5168.0,0.72,1.369
r4.xlarge,eu-central-1,Windows,Dedicated,SQL Server Enterprise,2.036,16565.0,8301.0,0.948,1.9058
c3.large,sa-east-1,Windows,Dedicated,SQL Web,0.362,2338.0,1673.0,0.081,0.319
r3.2xlarge,ap-southeast-2,SUSE,Dedicated,NA,0.978,5195.0,3424.0,0.213,0.689
r4.16xlarge,us-west-2,Windows,Shared,SQL Std,25.222,205584.0,103016.0,11.76,23.654
c4.large,us-gov-west-1,Windows,Dedicated,SQL Web,0.295,2111.0,1060.0,0.121,0.246
c3.large,us-gov-west-1,RHEL,Shared,NA,0.186,1166.0,391.0,0.091,0.148
m2.xlarge,eu-west-1,SUSE,Dedicated,NA,0.403,1379.0,714.0,0.079,0.187
x1.16xlarge,us-west-2,Linux,Shared,NA,6.669,33601.0,17143.0,1.957,4.11
m4.4xlarge,us-west-1,Windows,Dedicated,SQL Std,5.228,33044.0,16859.0,1.925,4.503
m1.xlarge,sa-east-1,Windows,Shared,SQL Web,1.067,5722.0,2510.0,0.38,0.78
c4.large,ap-southeast-2,Linux,Shared,NA,0.13,687.0,350.0,0.04,0.084
i3.8xlarge,ap-southeast-1,Windows,Shared,SQL Server Enterprise,16.464,134710.0,67526.0,7.708,15.522
m4.xlarge,us-east-2,Windows,Shared,SQL Web,0.439,2541.0,1296.0,0.148,0.346
c4.large,ap-south-1,Windows,Dedicated,SQL Web,0.284,2102.0,1051.0,0.121,0.245
r3.xlarge,ap-south-1,RHEL,Shared,NA,0.439,2642.0,1080.0,0.183,0.348
x1.16xlarge,ap-south-1,Windows,Dedicated,SQL Std,34.277,262648.0,131844.0,15.051,26.481
m1.small,us-west-2,Windows,Dedicated,NA,0.083,460.0,182.0,0.033,0.062
c1.xlarge,us-east-1,RHEL,Dedicated,NA,0.702,4200.0,1782.0,0.286,0.543
c3.xlarge,us-gov-west-1,SUSE,Dedicated,NA,0.387,1737.0,1054.0,0.082,0.233
i2.4xlarge,ap-south-1,Windows,Shared,SQL Std,7.435,48309.0,24328.0,2.777,5.892
t1.micro,ap-northeast-1,Windows,Shared,SQL Web,0.077,425.0,171.0,0.03,0.058
d2.xlarge,us-east-2,RHEL,Dedicated,NA,0.825,3815.0,1657.0,0.255,0.508
m3.xlarge,eu-central-1,Windows,Shared,SQL Std,1.778,9239.0,3776.0,0.645,1.259
t2.medium,ap-south-1,Linux,Shared,NA,0.059,378.0,193.0,0.022,0.0462
r3.8xlarge,us-east-2,Linux,Dedicated,NA,2.66,12364.0,8223.0,0.502,1.672
m4.10xlarge,eu-central-1,RHEL,Shared,NA,2.53,14531.0,6833.0,0.91,1.768
i2.8xlarge,ap-northeast-1,Windows,Dedicated,SQL Server Enterprise,21.476,154583.0,77665.0,8.866,18.456
g2.2xlarge,ap-northeast-1,Windows,Shared,SQL Web,1.19,7237.0,4433.0,0.337,0.986
r4.xlarge,sa-east-1,Windows,Shared,SQL Std,1.871,14369.0,7214.0,0.824,1.6638
m3.2xlarge,sa-east-1,Windows,Dedicated,SQL Server Enterprise,4.205,33418.0,16749.0,1.912,3.902
d2.2xlarge,ca-central-1,SUSE,Dedicated,NA,1.77,7436.0,3822.0,0.429,1.007
r3.8xlarge,ap-southeast-1,Windows,Shared,SQL Std,9.687,62512.0,41462.0,2.549,8.522
t2.large,ca-central-1,Linux,Shared,NA,0.103,600.0,306.0,0.035,0.0739
cc2.8xlarge,us-east-1,RHEL,Shared,NA,2.13,9115.0,5000.0,0.491,1.22
i3.xlarge,us-west-2,Windows,Dedicated,NA,0.527,3527.0,1783.0,0.204,0.42
i3.xlarge,eu-central-1,RHEL,Dedicated,NA,0.469,2809.0,1165.0,0.193,0.337
m1.xlarge,ap-southeast-1,Windows,Shared,SQL Web,0.83,4563.0,1862.0,0.319,0.622
i3.4xlarge,ap-southeast-1,Linux,Shared,NA,1.496,8348.0,4259.0,0.486,1.025
i2.2xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,5.414,36986.0,18569.0,2.12,4.388
r3.8xlarge,ap-southeast-2,Linux,Dedicated,NA,3.192,17837.0,11810.0,0.73,2.386
r4.4xlarge,ap-northeast-1,Windows,Dedicated,NA,2.144,13700.0,6924.0,0.79,1.623
m4.16xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,30.976,258007.0,129228.0,14.752,29.632
i2.4xlarge,ap-southeast-2,Windows,Shared,NA,4.674,23880.0,10483.0,1.585,3.255
i2.xlarge,ap-south-1,Windows,Dedicated,NA,1.266,6297.0,3197.0,0.365,0.823
m4.10xlarge,sa-east-1,Windows,Dedicated,NA,5.02,30884.0,15593.0,1.78,3.646
i2.2xlarge,ap-southeast-2,Windows,Dedicated,SQL Std,4.679,17857.0,7285.0,1.249,2.434
c3.xlarge,sa-east-1,Linux,Shared,NA,0.325,1894.0,1355.0,0.066,0.246
d2.2xlarge,ap-south-1,Windows,Shared,SQL Server Enterprise,5.021,36655.0,18400.0,2.101,4.343
m4.xlarge,eu-central-1,Windows,Dedicated,NA,0.448,3085.0,1558.0,0.1778,0.3642
m4.large,us-gov-west-1,Windows,Dedicated,NA,0.2306,1561.0,788.0,0.09,0.1844
m4.10xlarge,ap-southeast-2,Windows,Shared,SQL Server Enterprise,19.34,161254.0,80767.0,9.22,18.52
m4.2xlarge,ca-central-1,Linux,Shared,NA,0.444,2232.0,1139.0,0.13,0.273
r3.8xlarge,us-east-2,SUSE,Dedicated,NA,2.76,12654.0,8399.0,0.515,1.705
g2.8xlarge,eu-west-1,SUSE,Shared,NA,2.908,15372.0,10176.0,0.629,2.093
r4.2xlarge,sa-east-1,Windows,Dedicated,SQL Server Enterprise,4.6,35850.0,17990.0,2.054,4.1442
r4.large,ap-southeast-2,Windows,Dedicated,SQL Std,1.395,11585.0,5802.0,0.662,1.3299
m4.xlarge,ap-south-1,RHEL,Shared,NA,0.306,1779.0,639.0,0.133,0.2133
d2.4xlarge,ap-northeast-2,Windows,Shared,NA,4.112,21966.0,11141.0,1.272,2.851
i2.8xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,20.292,142946.0,71727.0,8.188,16.87
m3.large,us-east-1,Windows,Shared,SQL Std,0.704,3239.0,1323.0,0.227,0.442
i3.8xlarge,us-gov-west-1,SUSE,Shared,NA,3.108,17075.0,8740.0,0.991,2.083
r4.4xlarge,us-gov-west-1,Linux,Shared,NA,1.2768,6577.0,3355.0,0.383,0.8064
m1.small,us-west-1,Windows,Shared,SQL Web,0.147,767.0,310.0,0.054,0.105
m4.16xlarge,us-east-2,Windows,Shared,NA,6.144,41998.0,21760.0,2.485,5.313
m4.xlarge,us-west-1,Windows,Shared,SQL Web,0.481,3022.0,1542.0,0.176,0.412
t2.2xlarge,ap-southeast-2,SUSE,Shared,NA,0.612,3587.0,1858.0,0.205,0.4429
i2.2xlarge,ap-northeast-2,SUSE,Dedicated,NA,2.3011,10352.0,5309.0,0.599,1.404
