instance_type,region,os,tenancy,pre_install,on_demand_hourly,reserved_one_all_yearly,reserved_one_partial_yearly,reserved_one_partial_hourly,reserved_one_no_hourly
g2.2xlarge,us-west-2,Windows,Shared,NA,0.767,4486.0,2974.0,0.183,0.611
c4.8xlarge,sa-east-1,Linux,Shared,NA,2.47,14397.0,7345.0,0.839,1.764
c4.xlarge,us-gov-west-1,RHEL,Shared,NA,0.299,1762.0,631.0,0.132,0.211
c3.xlarge,us-west-1,SUSE,Dedicated,NA,0.363,1779.0,911.0,0.103,0.237
i2.2xlarge,eu-west-1,Windows,Dedicated,NA,2.141,11412.0,4004.0,0.872,1.555
r4.8xlarge,us-east-1,SUSE,Dedicated,NA,2.441,12348.0,6328.0,0.715,1.5114
c1.medium,us-east-1,Windows,Shared,SQL Web,0.31,1580.0,640.0,0.111,0.215
c1.xlarge,sa-east-1,Windows,Shared,NA,1.038,6390.0,2806.0,0.424,0.871
r4.4xlarge,ca-central-1,RHEL,Shared,NA,1.298,7155.0,3070.0,0.48,0.8692
x1.32xlarge,ap-northeast-2,RHEL,Shared,NA,19.471,98576.0,49713.0,5.805,12.048
r3.2xlarge,ap-south-1,Windows,Dedicated,NA,1.239,7881.0,3988.0,0.455,1.003
t2.large,us-east-2,Windows,Shared,NA,0.122,782.0,402.0,0.045,0.0952
m2.4xlarge,ap-northeast-1,Windows,Shared,SQL Std,3.116,16765.0,6840.0,1.172,2.285
i2.xlarge,ap-southeast-2,Windows,Shared,NA,1.169,5968.0,2621.0,0.396,0.813
x1.16xlarge,us-east-2,SUSE,Shared,NA,6.769,33891.0,17319.0,1.97,4.143
m1.large,us-west-2,Windows,Dedicated,NA,0.329,1873.0,726.0,0.135,0.255
i3.2xlarge,us-east-1,Linux,Shared,NA,0.624,3482.0,1777.0,0.203,0.428
m1.small,us-gov-west-1,Windows,Shared,SQL Web,0.159,616.0,266.0,0.047,0.091
r4.16xlarge,us-west-2,Windows,Dedicated,NA,7.2,47712.0,24079.0,2.749,5.632
c1.medium,eu-west-1,Linux,Shared,NA,0.148,834.0,405.0,0.051,0.111
m4.4xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,5.53,32757.0,16713.0,1.907,4.464
x1.16xlarge,ap-south-1,SUSE,Dedicated,NA,10.206,51200.0,26151.0,2.978,6.26
m4.4xlarge,ca-central-1,SUSE,Shared,NA,0.988,4754.0,2454.0,0.273,0.579
r4.4xlarge,us-east-1,RHEL,Shared,NA,1.194,6619.0,2796.0,0.449,0.802
c3.4xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,5.02,28188.0,11515.0,1.97,3.842
t2.xlarge,ap-northeast-1,SUSE,Shared,NA,0.356,1911.0,1003.0,0.107,0.2312
g2.8xlarge,ap-northeast-1,Windows,Dedicated,SQL Server Enterprise,17.064,138578.0,69499.0,7.934,16.275
m1.xlarge,eu-west-1,Windows,Shared,SQL Web,0.83,3988.0,1634.0,0.278,0.543
m4.xlarge,eu-central-1,Windows,Dedicated,SQL Server Enterprise,1.948,16225.0,8128.0,0.9278,1.8642
r4.16xlarge,eu-central-1,Windows,Shared,SQL Std,26.0876,210043.0,105291.0,12.019,24.1916
m3.2xlarge,eu-central-1,Windows,Dedicated,SQL Std,3.891,20210.0,8249.0,1.412,2.757
r4.2xlarge,us-gov-west-1,Windows,Dedicated,SQL Web,0.957,5850.0,2962.0,0.338,0.748
i3.4xlarge,eu-west-1,Windows,Shared,SQL Web,2.394,16596.0,8376.0,0.956,1.959
c4.4xlarge,ap-southeast-2,Linux,Shared,NA,1.042,5443.0,2777.0,0.317,0.672
r4.16xlarge,us-east-1,RHEL,Dedicated,NA,4.386,23061.0,11185.0,1.407,2.818
r3.8xlarge,ap-northeast-2,Linux,Dedicated,NA,3.192,17839.0,9102.0,1.039,2.431
r4.8xlarge,us-east-1,Windows,Dedicated,SQL Server Enterprise,15.813,130073.0,65160.0,7.438,14.9504
m3.xlarge,us-gov-west-1,SUSE,Dedicated,NA,0.47,2202.0,1530.0,0.09,0.308
c3.4xlarge,us-east-1,Windows,Dedicated,SQL Web,2.383,12427.0,5069.0,0.869,1.694
r4.4xlarge,ca-central-1,Windows,Shared,SQL Server Enterprise,7.904,65024.0,32573.0,3.718,7.4752
i3.8xlarge,ca-central-1,Windows,Shared,SQL Server Enterprise,16.224,133371.0,66842.0,7.63,15.354
i3.16xlarge,us-gov-west-1,Windows,Shared,NA,8.96,59359.0,30022.0,3.427,7.043
r4.xlarge,ap-south-1,Windows,Dedicated,NA,0.518,3334.0,1685.0,0.192,0.3942
hs1.8xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,8.97,54535.0,1962.0,0.225,7.432
c4.xlarge,us-east-2,Windows,Shared,SQL Web,0.624,3425.0,1743.0,0.199,0.468
i3.4xlarge,us-west-1,Linux,Shared,NA,1.376,7678.0,3917.0,0.447,0.941
d2.xlarge,ap-southeast-2,Windows,Dedicated,SQL Server Enterprise,2.641,18892.0,9488.0,1.083,2.248
c4.2xlarge,us-east-1,Linux,Shared,NA,0.398,2078.0,1060.0,0.121,0.252
c3.2xlarge,eu-central-1,RHEL,Dedicated,NA,0.71,4427.0,1675.0,0.325,0.565
i3.2xlarge,us-west-2,SUSE,Dedicated,NA,0.786,4120.0,2130.0,0.236,0.504
r3.2xlarge,ap-northeast-2,Windows,Shared,NA,1.166,7679.0,3885.0,0.444,0.975
x1.16xlarge,us-east-1,Windows,Dedicated,SQL Web,11.607,74375.0,37565.0,4.288,8.547
i2.xlarge,us-west-1,Windows,Dedicated,SQL Server Enterprise,2.716,18915.0,9500.0,1.084,2.251
m4.xlarge,ap-northeast-2,Windows,Shared,NA,0.43,2814.0,1419.0,0.162,0.331
m2.2xlarge,ap-northeast-1,RHEL,Shared,NA,0.635,2746.0,989.0,0.207,0.362
c4.4xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,7.694,63969.0,32035.0,3.657,7.341
c3.4xlarge,us-east-1,RHEL,Shared,NA,0.97,5466.0,2608.0,0.339,0.714
i2.xlarge,us-west-1,Windows,Shared,SQL Std,1.315,7043.0,2299.0,0.558,0.96
x1.16xlarge,ap-northeast-2,Windows,Dedicated,NA,13.582,79380.0,40237.0,4.593,9.499
i3.16xlarge,sa-east-1,SUSE,Dedicated,NA,9.252,51359.0,26232.0,2.987,6.283
i3.4xlarge,us-gov-west-1,Windows,Shared,SQL Std,6.746,54312.0,27242.0,3.11,6.267
t2.medium,ap-southeast-2,Windows,Shared,NA,0.082,569.0,289.0,0.033,0.0692
hi1.4xlarge,us-east-1,Windows,Dedicated,NA,3.58,16586.0,7280.0,1.101,2.26
m4.10xlarge,eu-west-1,Windows,Dedicated,SQL Std,11.926,73125.0,37309.0,4.259,9.966
m1.large,us-east-1,Linux,Dedicated,NA,0.193,918.0,542.0,0.045,0.123
c4.8xlarge,eu-central-1,Windows,Shared,SQL Web,4.107,25999.0,13270.0,1.514,3.548
c4.large,sa-east-1,Windows,Dedicated,SQL Web,0.334,2418.0,1218.0,0.139,0.284
c3.2xlarge,us-west-2,Windows,Dedicated,SQL Std,2.344,12443.0,5084.0,0.869,1.696
r3.large,ap-southeast-1,Linux,Dedicated,NA,0.219,1226.0,812.0,0.05,0.163
r4.4xlarge,sa-east-1,Linux,Dedicated,NA,2.464,12692.0,6475.0,0.739,1.5523
m1.xlarge,ap-southeast-2,RHEL,Shared,NA,0.527,2765.0,1079.0,0.199,0.372
m3.xlarge,us-west-2,Linux,Shared,NA,0.266,1428.0,842.0,0.07,0.19
d2.4xlarge,eu-central-1,RHEL,Shared,NA,3.306,15269.0,7224.0,0.954,2.058
m4.large,us-west-2,Windows,Dedicated,NA,0.202,1363.0,687.0,0.0785,0.1601
i3.2xlarge,ap-northeast-1,Windows,Dedicated,NA,1.173,7717.0,3904.0,0.446,0.913
m4.large,eu-west-1,Windows,Shared,NA,0.203,1424.0,718.0,0.082,0.1676
c1.medium,us-gov-west-1,Windows,Dedicated,NA,0.261,1486.0,519.0,0.13,0.221
m4.2xlarge,sa-east-1,Windows,Dedicated,SQL Server Enterprise,4.0676,32752.0,16409.0,1.8732,3.7653
x1.32xlarge,ap-southeast-1,Linux,Shared,NA,19.341,97438.0,49713.0,5.675,11.918
r3.4xlarge,ap-southeast-1,Linux,Shared,NA,1.596,8919.0,5905.0,0.365,1.193
i3.large,eu-west-1,Windows,Shared,SQL Std,1.391,11638.0,5829.0,0.665,1.337
i2.2xlarge,eu-central-1,SUSE,Dedicated,NA,2.338,9301.0,4876.0,0.527,1.262
m4.10xlarge,ap-northeast-2,RHEL,Dedicated,NA,2.59,13158.0,6132.0,0.83,1.6
c4.xlarge,us-west-1,Windows,Shared,NA,0.433,2865.0,1461.0,0.167,0.354
m4.4xlarge,us-gov-west-1,Windows,Dedicated,SQL Std,4.899,38395.0,19270.0,2.2,4.541
i3.16xlarge,us-east-1,RHEL,Dedicated,NA,5.122,28995.0,14212.0,1.752,3.557
c1.xlarge,ap-southeast-1,RHEL,Dedicated,NA,0.851,5214.0,1948.0,0.385,0.679
c4.2xlarge,ca-central-1,Windows,Dedicated,SQL Std,3.103,25614.0,12834.0,1.465,2.944
c3.xlarge,us-gov-west-1,Windows,Shared,SQL Std,1.108,5879.0,2399.0,0.411,0.801
r3.large,ap-south-1,Linux,Shared,NA,0.19,1062.0,542.0,0.062,0.145
r4.large,sa-east-1,Windows,Shared,SQL Web,0.443,2870.0,1450.0,0.166,0.3394
c3.large,ap-southeast-1,Windows,Dedicated,SQL Web,0.298,1751.0,717.0,0.122,0.238
i2.4xlarge,ap-southeast-2,SUSE,Shared,NA,4.17,18223.0,10659.0,0.906,2.476
c3.2xlarge,ap-southeast-1,Windows,Shared,NA,0.953,5365.0,1734.0,0.427,0.731
c3.xlarge,ap-southeast-1,Windows,Shared,SQL Web,0.542,3202.0,1305.0,0.224,0.436
i3.2xlarge,us-east-1,Windows,Shared,SQL Std,3.245,26442.0,13257.0,1.513,3.049
r4.xlarge,us-east-2,Linux,Dedicated,NA,0.293,1509.0,770.0,0.088,0.1848
m3.2xlarge,ap-southeast-1,Windows,Shared,NA,1.288,6755.0,2399.0,0.513,0.921
r3.8xlarge,us-west-2,SUSE,Shared,NA,2.76,12654.0,8399.0,0.515,1.705
i3.4xlarge,ca-central-1,Windows,Dedicated,SQL Server Enterprise,8.25,67453.0,33813.0,3.86,7.771
m4.large,ap-southeast-1,Linux,Shared,NA,0.125,635.0,324.0,0.037,0.0777
r4.8xlarge,us-west-1,RHEL,Dedicated,NA,2.738,14572.0,6854.0,0.912,1.7747
m4.2xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,3.768,31530.0,15786.0,1.802,3.6158
m4.16xlarge,us-west-2,RHEL,Shared,NA,3.33,17347.0,8269.0,1.074,2.1124
r3.4xlarge,ap-northeast-1,Windows,Shared,NA,2.276,12586.0,8349.0,0.513,1.715
x1.16xlarge,us-east-1,Windows,Dedicated,SQL Server Enterprise,34.28,272991.0,136873.0,15.625,31.465
x1.16xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,35.747,280383.0,140644.0,16.055,32.369
d2.8xlarge,ap-south-1,RHEL,Dedicated,NA,6.742,29743.0,14594.0,1.796,4.028
c4.xlarge,us-west-1,Linux,Dedicated,NA,0.274,1540.0,786.0,0.09,0.187
c1.xlarge,us-east-1,SUSE,Shared,NA,0.62,2970.0,1796.0,0.141,0.4
c4.2xlarge,sa-east-1,Windows,Dedicated,SQL Std,2.499,19789.0,9934.0,1.135,2.352
hs1.8xlarge,us-gov-west-1,Windows,Shared,SQL Web,6.339,27347.0,16229.0,1.333,3.727
c3.4xlarge,ap-southeast-2,RHEL,Shared,NA,1.188,6950.0,2852.0,0.484,0.914
i2.xlarge,ap-northeast-2,Linux,Shared,NA,1.001,4574.0,2334.0,0.266,0.623
d2.4xlarge,ap-northeast-2,SUSE,Dedicated,NA,3.8136,17360.0,8885.0,1.007,2.359
i3.16xlarge,sa-east-1,Windows,Dedicated,SQL Std,30.118,234731.0,117887.0,13.457,27.216
p2.16xlarge,us-east-1,RHEL,Shared,NA,14.53,81493.0,40997.0,4.81,9.958
i3.xlarge,us-east-1,Linux,Shared,NA,0.312,1741.0,888.0,0.101,0.214
i3.16xlarge,eu-central-1,Linux,Shared,NA,5.952,33213.0,16945.0,1.934,4.032
c1.xlarge,us-gov-west-1,RHEL,Shared,NA,0.758,4024.0,1798.0,0.299,0.562
i3.2xlarge,us-west-2,Windows,Shared,SQL Std,3.245,26442.0,13257.0,1.513,3.049
r3.xlarge,eu-west-1,Windows,Dedicated,NA,0.639,3770.0,2499.0,0.154,0.497
d2.2xlarge,us-west-1,Windows,Dedicated,SQL Server Enterprise,5.087,37435.0,18798.0,2.146,4.449
r4.8xlarge,ap-southeast-2,Windows,Shared,SQL Server Enterprise,16.0256,131168.0,65718.0,7.502,15.0848
c3.8xlarge,us-west-1,Windows,Shared,SQL Std,8.523,45269.0,18485.0,3.163,6.17
m4.xlarge,us-west-2,Windows,Dedicated,SQL Server Enterprise,1.904,15866.0,7944.0,0.9069,1.8203
x1.32xlarge,us-east-2,RHEL,Shared,NA,13.468,68338.0,34285.0,4.044,8.349
c3.large,eu-central-1,RHEL,Dedicated,NA,0.207,1362.0,418.0,0.111,0.171
c3.2xlarge,us-west-2,SUSE,Dedicated,NA,0.562,2680.0,1628.0,0.127,0.36
i2.8xlarge,ap-northeast-1,Linux,Shared,NA,8.004,36568.0,21354.0,1.822,4.984
r4.16xlarge,ap-northeast-2,Windows,Shared,SQL Std,26.086,210035.0,105286.0,12.019,24.1916
r4.4xlarge,sa-east-1,Windows,Dedicated,SQL Web,3.482,21609.0,10934.0,1.248,2.5703
r4.16xlarge,us-east-1,SUSE,Dedicated,NA,4.356,22212.0,11361.0,1.29,2.721
m4.16xlarge,eu-central-1,Windows,Dedicated,SQL Std,19.416,119090.0,60759.0,6.936,16.23
c4.2xlarge,ap-northeast-2,Windows,Dedicated,SQL Server Enterprise,3.867,32429.0,16244.0,1.854,3.705
c4.4xlarge,ap-northeast-2,SUSE,Shared,NA,1.007,5329.0,2747.0,0.306,0.646
i3.16xlarge,ap-south-1,Windows,Shared,SQL Server Enterprise,32.608,267635.0,134140.0,15.313,30.842
m4.16xlarge,ap-southeast-1,RHEL,Dedicated,NA,4.13,21468.0,10372.0,1.314,2.6164
i3.16xlarge,ap-northeast-2,Windows,Dedicated,SQL Std,26.822,216339.0,108503.0,12.386,24.931
m3.medium,eu-west-1,Windows,Dedicated,SQL Std,0.387,1768.0,724.0,0.123,0.242
i2.xlarge,ap-southeast-1,Windows,Shared,NA,1.169,5968.0,2621.0,0.396,0.813
x1.16xlarge,ca-central-1,Linux,Dedicated,NA,8.07,40659.0,20744.0,2.368,4.972
i2.4xlarge,us-gov-west-1,Windows,Dedicated,NA,5.03,20994.0,10707.0,1.223,2.861
c4.4xlarge,us-gov-west-1,RHEL,Dedicated,NA,1.184,6598.0,2785.0,0.448,0.795
hs1.8xlarge,us-west-2,Windows,Dedicated,NA,4.931,21728.0,12334.0,1.376,2.961
m1.small,us-gov-west-1,Windows,Shared,NA,0.084,433.0,165.0,0.036,0.064
c4.4xlarge,sa-east-1,Windows,Dedicated,SQL Web,2.376,16845.0,8497.0,0.971,1.988
m4.large,ap-south-1,RHEL,Shared,NA,0.183,1152.0,320.0,0.0965,0.1367
r4.8xlarge,eu-west-1,Windows,Shared,SQL Std,12.8542,104045.0,52147.0,5.953,11.9782
i2.8xlarge,eu-west-1,Linux,Shared,NA,7.502,30253.0,14560.0,1.862,4.12
c4.2xlarge,ca-central-1,Windows,Shared,SQL Web,0.947,6870.0,3460.0,0.395,0.803
t2.nano,us-west-1,Linux,Shared,NA,0.0077,45.0,23.0,0.003,0.0056
r4.4xlarge,us-gov-west-1,Linux,Dedicated,NA,1.404,7232.0,3690.0,0.421,0.887
c3.2xlarge,ap-northeast-1,Windows,Dedicated,NA,1.018,6004.0,1858.0,0.488,0.818
i3.16xlarge,ap-south-1,SUSE,Shared,NA,5.764,31896.0,16301.0,1.854,3.931
c3.xlarge,eu-central-1,Linux,Dedicated,NA,0.283,1604.0,838.0,0.091,0.211
i2.xlarge,ap-northeast-1,Linux,Shared,NA,1.001,4573.0,2670.0,0.228,0.623
r3.8xlarge,us-east-1,RHEL,Dedicated,NA,2.79,13503.0,8223.0,0.632,1.802
c4.xlarge,ap-southeast-1,Windows,Dedicated,SQL Std,1.565,10734.0,5478.0,0.625,1.463
r4.xlarge,ap-northeast-2,SUSE,Dedicated,NA,0.452,2103.0,1101.0,0.119,0.2548
x1.32xlarge,ap-northeast-2,Linux,Shared,NA,19.341,97437.0,49713.0,5.675,11.918
m4.2xlarge,ap-southeast-2,Linux,Shared,NA,0.5,2747.0,1402.0,0.16,0.336
m4.xlarge,us-east-1,Windows,Dedicated,SQL Std,1.221,7759.0,3958.0,0.453,1.058
i2.xlarge,us-east-2,SUSE,Shared,NA,0.953,3389.0,1996.0,0.167,0.46
r3.2xlarge,ap-southeast-1,SUSE,Dedicated,NA,0.978,5195.0,3424.0,0.213,0.689
i3.large,ap-southeast-1,Windows,Dedicated,NA,0.298,1954.0,989.0,0.113,0.233
r4.large,ap-southeast-2,SUSE,Dedicated,NA,0.276,1197.0,639.0,0.066,0.1439
r3.4xlarge,ap-south-1,Linux,Shared,NA,1.516,8473.0,4323.0,0.494,1.155
c4.large,ca-central-1,Windows,Dedicated,SQL Std,1.34,11337.0,5675.0,0.648,1.3
i3.8xlarge,ap-northeast-2,RHEL,Dedicated,NA,3.351,19111.0,9170.0,1.177,2.311
d2.4xlarge,ap-south-1,SUSE,Dedicated,NA,3.747,16023.0,8203.0,0.929,2.177
m4.xlarge,ap-southeast-1,Linux,Dedicated,NA,0.275,1398.0,713.0,0.0814,0.1709
t2.small,ap-northeast-1,RHEL,Shared,NA,0.092,732.0,105.0,0.072,0.0848
m4.4xlarge,ap-southeast-2,Windows,Dedicated,SQL Std,5.479,33403.0,17042.0,1.945,4.553
i3.2xlarge,sa-east-1,Windows,Dedicated,SQL Web,1.767,11481.0,5812.0,0.663,1.368
c4.large,ap-south-1,Windows,Dedicated,SQL Std,1.063,8101.0,4059.0,0.463,0.943
d2.2xlarge,ap-southeast-2,Windows,Dedicated,NA,2.157,8932.0,4557.0,0.52,1.218
r4.16xlarge,us-gov-west-1,Linux,Shared,NA,5.1072,26307.0,13422.0,1.532,3.2256
r3.8xlarge,ap-southeast-1,RHEL,Shared,NA,3.322,18976.0,11810.0,0.86,2.516
r4.8xlarge,us-east-1,Linux,Dedicated,NA,2.341,12058.0,6152.0,0.702,1.4784
i2.2xlarge,us-gov-west-1,Windows,Dedicated,SQL Std,3.08,13778.0,7025.0,0.803,1.877
m4.2xlarge,ap-southeast-2,Windows,Shared,NA,0.868,5971.0,3013.0,0.344,0.704
m4.10xlarge,ca-central-1,Windows,Dedicated,SQL Web,4.764,33446.0,16837.0,1.922,3.909
t2.micro,eu-west-1,Windows,Shared,NA,0.018,109.0,58.0,0.006,0.0136
i2.xlarge,eu-west-1,Windows,Shared,SQL Web,0.993,4239.0,1817.0,0.287,0.578
i3.xlarge,ap-northeast-2,RHEL,Dedicated,NA,0.463,2772.0,1146.0,0.191,0.333
i2.2xlarge,us-west-2,Windows,Dedicated,NA,2.141,9126.0,4004.0,0.606,1.244
r4.2xlarge,eu-west-1,Linux,Dedicated,NA,0.652,3358.0,1713.0,0.196,0.4112
i2.2xlarge,ap-northeast-1,Linux,Dedicated,NA,2.201,10060.0,5873.0,0.502,1.37
i3.large,us-east-2,SUSE,Dedicated,NA,0.272,1248.0,665.0,0.069,0.151
m1.large,us-gov-west-1,Windows,Shared,NA,0.335,1729.0,657.0,0.144,0.256
m1.xlarge,us-west-2,Windows,Dedicated,NA,0.658,3748.0,1455.0,0.271,0.511
m3.large,ap-southeast-1,Windows,Dedicated,SQL Web,0.411,2267.0,926.0,0.158,0.309
m3.large,us-west-1,Windows,Dedicated,NA,0.308,1895.0,662.0,0.145,0.258
m4.2xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,3.872,32251.0,16153.0,1.844,3.704
c4.2xlarge,sa-east-1,Linux,Dedicated,NA,0.68,3958.0,2019.0,0.231,0.485
c4.2xlarge,us-west-1,Windows,Shared,SQL Std,3.119,19148.0,9771.0,1.115,2.61
r3.4xlarge,eu-west-1,Windows,Shared,SQL Web,2.287,11764.0,7801.0,0.48,1.604
r4.xlarge,ap-southeast-1,RHEL,Shared,NA,0.38,2174.0,841.0,0.156,0.2616
c3.8xlarge,ap-northeast-1,Linux,Dedicated,NA,2.043,12032.0,5708.0,0.75,1.552
m4.16xlarge,sa-east-1,RHEL,Shared,NA,5.218,24764.0,12054.0,1.506,3.0196
r4.2xlarge,us-east-2,Windows,Shared,SQL Std,1.843,14225.0,7140.0,0.815,1.684
m4.16xlarge,ap-south-1,Linux,Shared,NA,3.936,20054.0,10232.0,1.168,2.4528
m3.2xlarge,ap-southeast-1,Windows,Dedicated,SQL Std,2.816,14408.0,5886.0,1.007,1.963
cr1.8xlarge,us-west-2,RHEL,Dedicated,NA,3.63,13514.0,7942.0,0.825,1.819
i3.large,us-east-2,RHEL,Dedicated,NA,0.232,1483.0,489.0,0.116,0.191
r3.2xlarge,us-east-1,Windows,Shared,SQL Web,1.52,7842.0,5205.0,0.319,1.069
r4.8xlarge,eu-west-1,Windows,Shared,NA,3.8432,25108.0,12679.0,1.447,2.9672
m4.4xlarge,ap-northeast-2,RHEL,Shared,NA,1.114,5946.0,2453.0,0.41,0.718
m4.16xlarge,ap-southeast-2,RHEL,Shared,NA,4.13,23116.0,11213.0,1.41,2.818
x1.32xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,67.226,539261.0,270316.0,30.858,62.107
c4.xlarge,ap-south-1,Windows,Shared,SQL Server Enterprise,1.904,15962.0,7994.0,0.913,1.833
i2.xlarge,eu-west-1,Windows,Dedicated,SQL Web,1.092,4662.0,1999.0,0.316,0.635
m1.medium,us-gov-west-1,Windows,Dedicated,NA,0.185,1029.0,365.0,0.089,0.152
c4.xlarge,ap-south-1,SUSE,Dedicated,NA,0.342,1622.0,855.0,0.091,0.197
m4.large,us-west-2,Windows,Dedicated,SQL Std,1.013,6575.0,3355.0,0.383,0.896
r4.16xlarge,ca-central-1,Windows,Dedicated,SQL Std,25.638,207727.0,104109.0,11.885,23.9228
m3.medium,eu-central-1,Linux,Dedicated,NA,0.087,516.0,271.0,0.03,0.066
m3.xlarge,us-gov-west-1,Windows,Dedicated,NA,0.647,3323.0,1554.0,0.238,0.485
i3.4xlarge,ca-central-1,Linux,Shared,NA,1.376,7678.0,3917.0,0.447,0.941
m3.large,us-east-1,RHEL,Dedicated,NA,0.212,1363.0,463.0,0.105,0.171
r3.4xlarge,us-east-2,SUSE,Dedicated,NA,1.563,7089.0,4699.0,0.289,0.953
i3.xlarge,us-east-2,Windows,Dedicated,NA,0.527,3527.0,1783.0,0.204,0.42
m1.xlarge,eu-west-1,Windows,Dedicated,SQL Std,1.498,7310.0,2979.0,0.512,0.996
x1.16xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,33.613,269630.0,135158.0,15.429,31.054
p2.xlarge,eu-west-1,Windows,Dedicated,NA,1.253,7598.0,3860.0,0.441,0.92
m4.4xlarge,eu-central-1,Windows,Dedicated,SQL Std,5.254,32757.0,16713.0,1.907,4.464
cc2.8xlarge,eu-west-1,Windows,Dedicated,NA,2.57,12240.0,5000.0,0.855,1.668
m4.10xlarge,eu-west-1,Linux,Shared,NA,2.22,12362.0,6307.0,0.72,1.512
i3.4xlarge,ap-southeast-2,Windows,Dedicated,SQL Web,2.664,18100.0,9144.0,1.044,2.145
i3.large,sa-east-1,SUSE,Shared,NA,0.386,1886.0,990.0,0.106,0.228
m4.10xlarge,us-east-2,RHEL,Shared,NA,2.13,11269.0,5541.0,0.763,1.61
x1.32xlarge,us-east-2,SUSE,Shared,NA,13.438,67489.0,34461.0,3.927,9.191
r3.8xlarge,us-west-1,RHEL,Dedicated,NA,3.094,17140.0,10602.0,0.784,2.304
m3.large,sa-east-1,SUSE,Dedicated,NA,0.309,1267.0,793.0,0.057,0.171
d2.4xlarge,ap-southeast-2,RHEL,Dedicated,NA,3.971,17788.0,8457.0,1.107,2.4
r3.8xlarge,us-east-2,SUSE,Shared,NA,2.76,12654.0,8399.0,0.515,1.705
m4.16xlarge,us-east-2,Linux,Dedicated,NA,3.2,16208.0,8269.0,0.944,1.9824
r4.xlarge,us-east-1,Windows,Dedicated,SQL Web,0.548,3743.0,1887.0,0.215,0.4398
c4.xlarge,us-west-1,Linux,Shared,NA,0.249,1399.0,714.0,0.082,0.17
i3.16xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,32.96,269599.0,135142.0,15.427,31.043
i3.large,ap-south-1,Linux,Dedicated,NA,0.195,1086.0,554.0,0.063,0.134
c4.4xlarge,ap-northeast-2,Windows,Dedicated,SQL Web,2.016,14463.0,7288.0,0.832,1.693
m3.large,us-west-1,Windows,Shared,NA,0.28,1723.0,602.0,0.132,0.235
r4.xlarge,us-gov-west-1,RHEL,Shared,NA,0.4492,2170.0,839.0,0.156,0.2616
r3.xlarge,us-east-1,Windows,Shared,SQL Std,1.378,8898.0,5902.0,0.363,1.213
d2.2xlarge,us-west-1,Linux,Shared,NA,1.563,7211.0,3679.0,0.42,0.983
m1.large,us-gov-west-1,Windows,Dedicated,SQL Std,1.154,5210.0,2286.0,0.393,0.764
i3.4xlarge,ap-northeast-1,Windows,Shared,SQL Web,2.482,17087.0,8627.0,0.985,2.009
m1.medium,eu-west-1,Windows,Shared,SQL Std,0.744,3983.0,1620.0,0.279,0.543
i3.16xlarge,us-west-2,Linux,Dedicated,NA,4.992,27856.0,14212.0,1.622,3.427
c4.8xlarge,us-west-2,SUSE,Shared,NA,1.691,8583.0,4407.0,0.496,1.041
m1.large,sa-east-1,Windows,Dedicated,SQL Web,0.608,3261.0,1400.0,0.22,0.444
i2.8xlarge,us-west-2,SUSE,Shared,NA,6.92,25206.0,14736.0,1.254,3.428
m4.16xlarge,ap-northeast-1,Windows,Dedicated,NA,7.072,48591.0,24528.0,2.8,5.7328
i2.xlarge,us-west-1,Linux,Dedicated,NA,1.032,4161.0,2002.0,0.256,0.566
m3.2xlarge,sa-east-1,Windows,Dedicated,SQL Std,3.314,18892.0,7715.0,1.32,2.575
r4.8xlarge,eu-west-1,RHEL,Dedicated,NA,2.738,14572.0,6854.0,0.912,1.7747
r4.large,eu-central-1,SUSE,Dedicated,NA,0.276,1197.0,639.0,0.066,0.1439
hs1.8xlarge,ap-southeast-1,Linux,Dedicated,NA,5.57,23178.0,14191.0,1.08,3.158
c4.large,eu-west-1,Windows,Dedicated,NA,0.216,1507.0,753.0,0.087,0.177
m3.2xlarge,ap-southeast-1,Windows,Dedicated,NA,1.417,7430.0,2639.0,0.564,1.013
m3.xlarge,ap-northeast-1,RHEL,Shared,NA,0.445,2435.0,924.0,0.177,0.315
m3.xlarge,us-west-2,Windows,Dedicated,SQL Std,1.393,7116.0,2906.0,0.497,0.97
r4.2xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,3.9,32244.0,16150.0,1.844,3.704
c4.large,ca-central-1,Windows,Shared,SQL Web,0.273,2026.0,1019.0,0.116,0.237
g2.2xlarge,us-east-1,Windows,Dedicated,NA,0.844,4934.0,3271.0,0.201,0.672
r4.xlarge,us-gov-west-1,Linux,Dedicated,NA,0.351,1808.0,922.0,0.105,0.2218
c4.xlarge,eu-west-1,SUSE,Shared,NA,0.326,1561.0,824.0,0.087,0.188
m1.xlarge,us-gov-west-1,Linux,Dedicated,NA,0.465,2002.0,1241.0,0.102,0.29
